Location,Treatment,Age,Gender/Race,Outcome,Treatment_Value,Outcome_Value
NA,Vegetables,AGE_OVERALL,HIS,Depression,83.64496623448149,102.41307439024014
NA,Vegetables,5064,HIS,Depression,57.845745181204904,78.5570843612583
NA,Vegetables,65PLUS,ASN,Depression,47.863089974707755,81.2022721601767
NA,Vegetables,65PLUS,MALE,Depression,64.1895142159195,75.07471054607385
NA,Vegetables,65PLUS,BLK,Depression,83.31126538716694,110.20204218133182
NA,Vegetables,5064,MALE,Depression,47.024104868997384,50.245837827587756
NA,Vegetables,AGE_OVERALL,BLK,Depression,42.09947101748044,50.99742265249008
NA,Vegetables,65PLUS,WHT,Depression,68.7295372171984,89.52353601764207
NA,Vegetables,65PLUS,FEMALE,Depression,67.33251382953313,83.32996940679605
NA,Vegetables,65PLUS,HIS,Depression,26.706893299501655,50.41897174701835
NA,Vegetables,65PLUS,FEMALE,Depression,29.806061632458366,42.208297172575115
NA,Vegetables,65PLUS,MALE,Depression,33.792189787256575,43.91116823399439
NA,Vegetables,AGE_OVERALL,HIS,Depression,90.15791079234866,110.49767274956717
NA,Vegetables,AGE_OVERALL,OVERALL,Depression,91.3266411073073,86.11471377579853
NA,Vegetables,AGE_OVERALL,FEMALE,Depression,39.86969292291138,42.55015636568772
NA,Vegetables,65PLUS,WHT,Depression,49.35284777915365,66.13761907433678
NA,Vegetables,65PLUS,NAA,Depression,44.10306400819212,50.19507452295304
NA,Vegetables,AGE_OVERALL,ASN,Depression,74.18504376033441,93.98050846142682
NA,Vegetables,5064,HIS,Depression,39.37427232963016,60.78711476381709
NA,Vegetables,65PLUS,ASN,Depression,56.29523205455828,89.34153178882613
NA,Vegetables,5064,ASN,Depression,39.61743918360516,63.55105198415901
NA,Vegetables,65PLUS,OVERALL,Depression,80.67466847219366,86.39266863765818
NA,Vegetables,5064,BLK,Depression,77.49508701029757,97.39168284515037
NA,Vegetables,5064,MALE,Depression,75.9334437064325,83.26941501848638
NA,Vegetables,5064,MALE,Depression,81.45205829821676,89.41279347183924
NA,Vegetables,65PLUS,NAA,Depression,85.53492148355907,95.79481090167461
NA,Vegetables,65PLUS,BLK,Depression,76.7497752134001,103.85817658715973
NA,Vegetables,5064,FEMALE,Depression,9.957539622401491,15.64714581308829
NA,Vegetables,65PLUS,BLK,Depression,74.8565794841713,100.39367502001149
NA,Vegetables,65PLUS,MALE,Depression,59.217362502014375,69.76899749781423
NA,Vegetables,5064,FEMALE,Depression,65.3218154490584,77.11082925316506
NA,Vegetables,5064,WHT,Depression,31.052849041681018,43.33232686696701
NA,Vegetables,65PLUS,WHT,Depression,54.03016255418931,73.71983558147733
NA,Vegetables,5064,FEMALE,Depression,81.475243800909,94.02412833176764
NA,Vegetables,65PLUS,HIS,Depression,56.49385850378075,82.76175946131616
NA,Vegetables,65PLUS,BLK,Depression,10.136809722304598,28.67595639060066
NA,Vegetables,AGE_OVERALL,MALE,Depression,71.18136769928685,72.29963613925355
NA,Vegetables,65PLUS,NAA,Depression,69.49070745103816,77.64414254552705
NA,Vegetables,5064,OVERALL,Depression,38.798891797959264,35.08400790200389
NA,Vegetables,5064,MALE,Depression,28.207266992773516,30.17966275944277
NA,Vegetables,5064,MALE,Depression,90.27143234473188,97.84440099026459
NA,Vegetables,65PLUS,WHT,Depression,9.231089977587736,25.245670240571236
NA,Vegetables,AGE_OVERALL,FEMALE,Depression,75.51237182509851,78.79493369273209
NA,Vegetables,5064,FEMALE,Depression,46.49375935049802,54.197446754718776
NA,Vegetables,65PLUS,FEMALE,Depression,83.64895914437814,100.49061755092187
NA,Vegetables,AGE_OVERALL,HIS,Depression,101.13762840426472,119.75772182857139
NA,Vegetables,AGE_OVERALL,ASN,Depression,93.63893717793877,116.92033973096169
NA,Vegetables,65PLUS,WHT,Depression,95.12917483990961,118.12690342411626
NA,Vegetables,5064,BLK,Depression,82.66493185964464,102.8895673865071
NA,Vegetables,AGE_OVERALL,OVERALL,Depression,77.18347193136628,69.68621096472823
NA,Vegetables,65PLUS,WHT,Depression,58.87823498909357,79.8549533778136
NA,Vegetables,AGE_OVERALL,MALE,Depression,70.43259522945061,69.6622236067336
NA,Vegetables,AGE_OVERALL,NAA,Depression,108.02323243923365,107.74976364645322
NA,Vegetables,5064,ASN,Depression,80.98800557007867,108.84329117996973
NA,Vegetables,65PLUS,WHT,Depression,78.29880649663411,99.96115672204243
NA,Vegetables,5064,MALE,Depression,40.40229681712495,43.992555576124985
NA,Vegetables,AGE_OVERALL,FEMALE,Depression,51.50907680864223,53.728906403916945
NA,Vegetables,AGE_OVERALL,HIS,Depression,49.13406573811885,63.83007052866023
NA,Vegetables,5064,FEMALE,Depression,10.620824599282727,15.380247491787486
NA,Vegetables,5064,NAA,Depression,37.57319273356475,37.19477576057715
NA,Vegetables,5064,ASN,Depression,38.329269957329245,60.89043523707723
NA,Vegetables,5064,HIS,Depression,63.63211839638707,85.69163580054085
NA,Vegetables,5064,OVERALL,Depression,22.536133300262925,13.885184920427017
NA,Vegetables,65PLUS,MALE,Depression,43.24256717669954,53.63986624844095
NA,Vegetables,5064,ASN,Depression,7.64172821253517,27.343224386925183
NA,Vegetables,5064,HIS,Depression,59.63484493011088,82.81783380675398
NA,Vegetables,5064,MALE,Depression,90.2242887609237,99.73532914179796
NA,Vegetables,65PLUS,MALE,Depression,60.6889131657561,71.6636177827242
NA,Vegetables,AGE_OVERALL,MALE,Depression,72.23288581896038,73.45783899754153
NA,Vegetables,65PLUS,MALE,Depression,58.084616122550365,69.96620689688056
NA,Vegetables,65PLUS,NAA,Depression,73.59034867392266,82.61260698079587
NA,Vegetables,AGE_OVERALL,ASN,Depression,16.606170042853414,31.821377219820548
NA,Vegetables,65PLUS,FEMALE,Depression,16.129333195090283,27.099921346758848
NA,Vegetables,65PLUS,HIS,Depression,14.747517783671348,38.741842568162866
NA,Vegetables,5064,NAA,Depression,53.81059319575241,52.72015585033244
NA,Vegetables,65PLUS,FEMALE,Depression,52.54936453052403,66.67873876852732
NA,Vegetables,65PLUS,ASN,Depression,78.28303184171301,112.78178896165868
NA,Vegetables,AGE_OVERALL,BLK,Depression,48.03321437501009,59.16959623076451
NA,Vegetables,5064,NAA,Depression,56.89418787245009,57.74915209549035
NA,Vegetables,5064,MALE,Depression,29.22267926329969,32.08643382479733
NA,Vegetables,5064,OVERALL,Depression,91.2313086057182,90.17485050438789
NA,Vegetables,5064,ASN,Depression,41.146573235535556,64.39493060812525
NA,Vegetables,5064,BLK,Depression,66.95556819352053,87.30163811853735
NA,Vegetables,65PLUS,NAA,Depression,54.316501128490856,62.14290562492327
NA,Vegetables,5064,MALE,Depression,37.46884550821028,39.78641882916416
NA,Vegetables,5064,OVERALL,Depression,101.01604442082123,101.33185685828039
NA,Vegetables,65PLUS,ASN,Depression,6.571395774845065,34.10643820545087
NA,Vegetables,5064,FEMALE,Depression,43.96708285375114,54.0079850257169
NA,Vegetables,65PLUS,FEMALE,Depression,77.62007974083483,95.51749122540535
NA,Vegetables,5064,HIS,Depression,99.00732025105913,125.80842459904042
NA,Vegetables,65PLUS,OVERALL,Depression,75.10559790893939,81.67354370553022
NA,Vegetables,65PLUS,FEMALE,Depression,62.27957142735589,76.61599097444254
NA,Vegetables,AGE_OVERALL,NAA,Depression,70.016639610356,66.47672759261009
NA,Vegetables,5064,OVERALL,Depression,44.11004464944321,38.68697918374756
NA,Vegetables,65PLUS,MALE,Depression,70.39124579561071,83.5285052350077
NA,Vegetables,AGE_OVERALL,NAA,Depression,24.71180394566457,17.438153845746452
NA,Vegetables,65PLUS,ASN,Depression,75.7598871827169,110.02692297751737
NA,Vegetables,5064,HIS,Depression,62.89200564659848,86.49556379664388
NA,Vegetables,5064,MALE,Depression,79.1763676235398,87.83554342456621
NA,Vegetables,65PLUS,WHT,Depression,23.976915906810014,40.96708893527088
NA,Vegetables,5064,ASN,Depression,33.179012229347194,57.07785992269249
NA,Vegetables,5064,BLK,Depression,11.944784305590773,25.90264602908901
NA,Vegetables,AGE_OVERALL,OVERALL,Depression,99.87128373603905,93.97734844816229
NA,Vegetables,AGE_OVERALL,OVERALL,Depression,51.75800728953098,41.078749745534104
NA,Vegetables,65PLUS,BLK,Depression,25.071903459612372,45.828272178546406
NA,Vegetables,5064,MALE,Depression,85.38798784326782,92.96417322852903
NA,Vegetables,5064,NAA,Depression,23.273929340815727,19.41330975568825
NA,Vegetables,AGE_OVERALL,BLK,Depression,62.86776958756339,74.44178721208647
NA,Vegetables,65PLUS,OVERALL,Depression,23.20677549091655,22.712750612578354
NA,Vegetables,AGE_OVERALL,MALE,Depression,57.562847831418345,57.182884452195225
NA,Vegetables,AGE_OVERALL,MALE,Depression,92.13380867990739,93.57184243732874
NA,Vegetables,5064,HIS,Depression,57.17739372423452,80.82542705393477
NA,Vegetables,5064,BLK,Depression,80.42208670557095,101.46739571838557
NA,Vegetables,AGE_OVERALL,ASN,Depression,65.44724357445676,83.99273405957186
NA,Vegetables,65PLUS,NAA,Depression,90.4534328864716,102.852476067214
NA,Vegetables,65PLUS,WHT,Depression,43.425851185289105,59.98812430113642
NA,Vegetables,65PLUS,NAA,Depression,19.932617529604137,22.97950489063832
NA,Vegetables,65PLUS,MALE,Depression,77.55833664533249,91.98565254357851
NA,Vegetables,65PLUS,BLK,Depression,44.98713928260318,67.37816600871035
NA,Vegetables,5064,OVERALL,Depression,67.60666662893387,65.45050770967778
NA,Vegetables,5064,HIS,Depression,55.409624156087496,77.50194776713843
NA,Vegetables,5064,BLK,Depression,3.2552577831573686,14.618276521861656
NA,Vegetables,65PLUS,OVERALL,Depression,26.064307845289736,24.53111537444381
NA,Vegetables,65PLUS,OVERALL,Depression,45.71182387547159,48.98151747071892
NA,Vegetables,5064,ASN,Depression,59.57451493998822,85.71271202582084
NA,Vegetables,65PLUS,OVERALL,Depression,78.36322653034492,82.88551618837812
NA,Vegetables,5064,HIS,Depression,33.07169974910474,52.03607681245136
NA,Vegetables,AGE_OVERALL,WHT,Depression,96.62034480546203,107.13900303092665
NA,Vegetables,5064,OVERALL,Depression,13.462983375403802,7.9392140745886
NA,Vegetables,AGE_OVERALL,NAA,Depression,51.05831572412784,45.21698801061604
NA,Vegetables,AGE_OVERALL,OVERALL,Depression,22.891301087960308,10.573646400563902
NA,Vegetables,5064,ASN,Depression,83.58430657689169,112.91269071882725
NA,Vegetables,AGE_OVERALL,BLK,Depression,28.181854810795944,35.35264601619956
NA,Vegetables,65PLUS,BLK,Depression,32.05326928693651,53.30580617100166
NA,Vegetables,65PLUS,WHT,Depression,42.68664527134576,61.83084301807655
NA,Vegetables,5064,WHT,Depression,31.088046236743644,42.51740757140053
NA,Vegetables,AGE_OVERALL,MALE,Depression,95.00042544193204,96.66986066136057
NA,Vegetables,AGE_OVERALL,BLK,Depression,94.34803320361992,110.28939089471668
NA,Vegetables,5064,BLK,Depression,32.11567128323871,48.59882788222598
NA,Vegetables,AGE_OVERALL,HIS,Depression,58.96142718959116,73.11977278300411
NA,Vegetables,5064,ASN,Depression,82.67281568134584,111.6757579605914
NA,Vegetables,5064,ASN,Depression,13.94862783116281,34.397403976214825
NA,Vegetables,AGE_OVERALL,FEMALE,Depression,50.320774611106295,51.910281881777735
NA,Vegetables,65PLUS,ASN,Depression,67.03898171307819,99.9411153699486
NA,Vegetables,5064,OVERALL,Depression,9.428770221771558,1.3544845591181152
NA,Vegetables,65PLUS,HIS,Depression,51.076226977188654,81.12019950379026
NA,Vegetables,AGE_OVERALL,ASN,Depression,73.6565368528519,95.19739258793959
NA,Vegetables,AGE_OVERALL,FEMALE,Depression,30.902020520021896,30.891390905298298
NA,Vegetables,AGE_OVERALL,ASN,Depression,43.5551408354234,62.701905266669286
NA,Vegetables,65PLUS,BLK,Depression,40.94674974690285,63.04344050166752
NA,Vegetables,65PLUS,HIS,Depression,45.652720449436515,72.77417769523788
NA,Vegetables,65PLUS,HIS,Depression,26.88624945852687,52.36751399221521
NA,Vegetables,5064,NAA,Depression,49.213505597136255,48.16372485328082
NA,Vegetables,AGE_OVERALL,MALE,Depression,53.95333897059238,52.088253884066596
NA,Vegetables,65PLUS,NAA,Depression,42.881823465702254,47.093879999952506
NA,Vegetables,65PLUS,ASN,Depression,93.97081748827776,128.9363823270706
NA,Vegetables,5064,MALE,Depression,72.8781520990766,80.95282176272642
NA,Vegetables,65PLUS,HIS,Depression,94.25377470064483,125.26237136361769
NA,Vegetables,5064,OVERALL,Depression,33.16168896840963,28.33777446595112
NA,Vegetables,5064,NAA,Depression,53.08564611955897,54.049218013852666
NA,Vegetables,AGE_OVERALL,WHT,Depression,86.17117127112081,97.20768129967557
NA,Vegetables,AGE_OVERALL,BLK,Depression,24.340078724856298,32.13787554356647
NA,Vegetables,5064,ASN,Depression,51.31812148153411,75.4802652088761
NA,Vegetables,65PLUS,MALE,Depression,3.7454061632512747,10.470368805334394
NA,Vegetables,AGE_OVERALL,HIS,Depression,65.12818657497625,82.62403324921435
NA,Vegetables,AGE_OVERALL,WHT,Depression,99.57612764562117,110.15058652843827
NA,Vegetables,AGE_OVERALL,WHT,Depression,102.97097867703819,113.01007598201706
NA,Vegetables,AGE_OVERALL,WHT,Depression,53.101934946042384,59.29360162599551
NA,Vegetables,5064,FEMALE,Depression,8.46818870615509,12.432980026762037
NA,Vegetables,AGE_OVERALL,MALE,Depression,69.36362364409945,69.2882237571221
NA,Vegetables,65PLUS,HIS,Depression,77.3732448916084,107.72470986622602
NA,Vegetables,65PLUS,BLK,Depression,65.10195964736175,88.43783926392429
NA,Vegetables,5064,OVERALL,Depression,69.39548695634072,66.4796839968924
NA,Vegetables,AGE_OVERALL,MALE,Depression,67.8328448604353,68.13349979454671
NA,Vegetables,AGE_OVERALL,ASN,Depression,47.37697725669481,64.33193001860083
NA,Vegetables,AGE_OVERALL,FEMALE,Depression,76.72809481431966,82.44388294150596
NA,Vegetables,5064,MALE,Depression,30.419878150261926,33.417704950156725
NA,Vegetables,5064,OVERALL,Depression,29.024364474413975,23.699830655278838
NA,Vegetables,AGE_OVERALL,NAA,Depression,19.713657437043757,9.781058709550914
NA,Vegetables,65PLUS,ASN,Depression,27.151572322629143,55.41137041810996
NA,Vegetables,5064,FEMALE,Depression,73.89611571658776,85.56790877773214
NA,Vegetables,65PLUS,ASN,Depression,19.961277094428596,49.113805177859824
NA,Vegetables,AGE_OVERALL,NAA,Depression,39.202914345088274,31.477735177257273
NA,Vegetables,5064,OVERALL,Depression,70.81761896707215,69.58033879458152
NA,Vegetables,65PLUS,NAA,Depression,98.27509666173114,110.8883397009722
NA,Vegetables,AGE_OVERALL,BLK,Depression,50.068296411473746,61.809054365811654
NA,Vegetables,AGE_OVERALL,NAA,Depression,56.31743200332167,50.530940807122775
NA,Vegetables,65PLUS,WHT,Depression,42.767688763278535,61.21376896200462
NA,Vegetables,65PLUS,ASN,Depression,15.234936325195903,43.08976953211757
NA,Vegetables,65PLUS,ASN,Depression,-1.7206662645495925,22.629623004707593
NA,Vegetables,AGE_OVERALL,FEMALE,Depression,42.665304073223275,42.01378415505318
NA,Vegetables,65PLUS,NAA,Depression,52.97815624550634,60.525501739363555
NA,Vegetables,65PLUS,OVERALL,Depression,9.594685772204798,6.591161560044777
NA,Vegetables,AGE_OVERALL,ASN,Depression,56.21479701237006,76.27376986308798
NA,Vegetables,5064,ASN,Depression,21.213112493090016,43.503974803786605
NA,Vegetables,5064,NAA,Depression,95.32963758331404,99.90663394078746
NA,Vegetables,AGE_OVERALL,HIS,Depression,72.51468921049083,89.76218310921386
NA,Vegetables,AGE_OVERALL,WHT,Depression,95.12703415728011,106.86864064839297
NA,Vegetables,AGE_OVERALL,ASN,Depression,21.284717390947414,38.365416813600234
NA,Vegetables,65PLUS,FEMALE,Depression,61.02429460263005,77.92160083928661
NA,Vegetables,65PLUS,OVERALL,Depression,67.07149849293108,70.64260160202478
NA,Vegetables,65PLUS,NAA,Depression,8.282324411428803,10.107814704419775
NA,Vegetables,AGE_OVERALL,HIS,Depression,55.92429560897614,72.12371538382563
NA,Vegetables,65PLUS,ASN,Depression,44.48434034181328,75.58318049284875
NA,Vegetables,AGE_OVERALL,BLK,Depression,99.64290928314158,113.44346153932244
NA,Vegetables,5064,WHT,Depression,75.48092751713129,91.584078693893
NA,Vegetables,5064,ASN,Depression,62.63260594795137,87.1452066236888
NA,Vegetables,65PLUS,ASN,Depression,41.79232583518074,72.12600467884185
NA,Vegetables,65PLUS,WHT,Depression,69.79823280213856,91.02444364435449
NA,Vegetables,65PLUS,NAA,Depression,52.96455584185254,59.19812613361096
NA,Vegetables,65PLUS,FEMALE,Depression,66.096964614574,81.4124000909256
NA,Vegetables,65PLUS,BLK,Depression,46.12807967181543,70.78369997944544
NA,Vegetables,AGE_OVERALL,MALE,Depression,59.79355212178286,59.83214206670998
NA,Vegetables,AGE_OVERALL,ASN,Depression,28.76470196120097,44.5184962794317
NA,Vegetables,5064,WHT,Depression,67.379927892856,82.18227639415335
NA,Vegetables,5064,NAA,Depression,59.00681208652713,59.906819708258595
NA,Vegetables,65PLUS,WHT,Depression,52.923344585787625,71.29454933591835
NA,Vegetables,AGE_OVERALL,OVERALL,Depression,33.20224603149401,21.598689281816426
NA,Vegetables,65PLUS,HIS,Depression,45.09207821216827,71.53546944855887
NA,Vegetables,5064,FEMALE,Depression,69.19399862864958,78.40499994158591
NA,Vegetables,5064,ASN,Depression,53.8724008183155,78.75845456309919
NA,Vegetables,65PLUS,OVERALL,Depression,81.85649004744486,88.41146804630343
NA,Vegetables,65PLUS,NAA,Depression,48.09655645845301,56.21055670771934
NA,Vegetables,65PLUS,OVERALL,Depression,60.009951966859774,62.52380264943093
NA,Vegetables,65PLUS,BLK,Depression,39.371669170120896,63.11122034142271
NA,Vegetables,5064,ASN,Depression,54.78227572517026,78.96504598261176
NA,Vegetables,65PLUS,BLK,Depression,55.218067454039286,79.42043034651942
NA,Vegetables,5064,MALE,Depression,65.14231572981177,72.01494271909476
NA,Vegetables,AGE_OVERALL,NAA,Depression,42.565690277651896,36.95847386343653
NA,Vegetables,5064,NAA,Depression,71.76249806867881,75.09869482019715
NA,Vegetables,65PLUS,OVERALL,Depression,45.5746458684272,48.188285339851596
NA,Vegetables,5064,ASN,Depression,21.070086536514616,43.33718794902225
NA,Vegetables,5064,WHT,Depression,75.79149535622878,91.52657512533929
NA,Vegetables,65PLUS,HIS,Depression,60.64386188163593,88.7427450078347
NA,Vegetables,65PLUS,FEMALE,Depression,68.76294192048664,85.79553998557898
NA,Vegetables,AGE_OVERALL,ASN,Depression,30.646383985359616,46.68277043574433
NA,Vegetables,5064,MALE,Depression,52.23738382601059,55.68722675075055
NA,Vegetables,AGE_OVERALL,HIS,Depression,37.99783716786962,51.197597478252355
NA,Vegetables,5064,HIS,Depression,51.83473081229791,72.10195773185893
NA,Vegetables,65PLUS,NAA,Depression,42.11389495298934,47.91700417459044
NA,Vegetables,5064,WHT,Depression,35.62221678326044,48.635945196597596
NA,Vegetables,5064,NAA,Depression,84.57822085847712,87.79354535365927
NA,Vegetables,AGE_OVERALL,OVERALL,Depression,22.96759192535987,9.54795192824947
NA,Vegetables,5064,MALE,Depression,87.61381583219149,96.3225351556434
NA,Vegetables,5064,ASN,Depression,27.441276045884965,52.551394080593404
NA,Vegetables,5064,MALE,Depression,40.40491786655227,42.87818909040378
NA,Vegetables,AGE_OVERALL,FEMALE,Depression,24.41577377929024,24.810376637682886
NA,Vegetables,65PLUS,MALE,Depression,75.7108589999211,89.10707560482945
NA,Vegetables,AGE_OVERALL,ASN,Depression,75.75722297435208,96.34953501968275
NA,Vegetables,5064,NAA,Depression,48.78527864987252,49.91582200852327
NA,Vegetables,5064,MALE,Depression,83.09996953595606,89.65652911372017
NA,Vegetables,AGE_OVERALL,HIS,Depression,78.70810483166636,95.45073954393733
NA,Vegetables,65PLUS,BLK,Depression,84.7754399803649,112.92454861980137
NA,Vegetables,65PLUS,OVERALL,Depression,66.27080822612965,70.2276047107856
NA,Vegetables,65PLUS,WHT,Depression,10.428687776597535,23.80710720672415
NA,Vegetables,5064,BLK,Depression,64.1618909511311,83.54809614909337
NA,Vegetables,5064,OVERALL,Depression,26.174251923275747,21.51042187585134
NA,Vegetables,AGE_OVERALL,OVERALL,Depression,52.81990017171065,43.15358552603501
NA,Vegetables,65PLUS,NAA,Depression,49.466009152852465,57.148127445366775
NA,Vegetables,AGE_OVERALL,OVERALL,Depression,72.27814815288787,63.356663084697814
NA,Vegetables,AGE_OVERALL,NAA,Depression,57.983406455234935,54.160045158043445
NA,Vegetables,5064,MALE,Depression,65.58953050708706,69.99406391929558
NA,Vegetables,5064,OVERALL,Depression,19.089438672519478,11.561797569057006
NA,Vegetables,5064,MALE,Depression,51.82797191444942,55.85402487651982
NA,Vegetables,AGE_OVERALL,MALE,Depression,71.4818077747023,71.85633242524175
NA,Vegetables,5064,WHT,Depression,23.739856522717815,34.68107041061902
NA,Vegetables,AGE_OVERALL,HIS,Depression,12.48767803425131,23.18674679646284
NA,Vegetables,5064,NAA,Depression,45.2122529827726,44.97836589089849
NA,Vegetables,5064,HIS,Depression,35.66038451432873,55.765606674761734
NA,Vegetables,5064,OVERALL,Depression,21.217820068502057,15.549234262369575
NA,Vegetables,5064,OVERALL,Depression,74.84283982526733,73.74398141849387
NA,Vegetables,AGE_OVERALL,BLK,Depression,76.95640570525045,88.58296975741409
NA,Vegetables,AGE_OVERALL,HIS,Depression,47.00858396039236,61.40529746910775
NA,Vegetables,5064,HIS,Depression,24.52721191894686,43.93219657437226
NA,Vegetables,5064,OVERALL,Depression,75.96504831328942,74.82099379225362
