Location,Treatment,Age,Gender/Race,Outcome,Treatment_Value,Outcome_Value
NA,Vegetables,AGE_OVERALL,WHT,Depression,12.554474458115799,15.450781612633065
NA,Vegetables,AGE_OVERALL,ASN,Depression,55.071970799272734,73.2551518135987
NA,Vegetables,AGE_OVERALL,BLK,Depression,64.39852824038559,75.73555404929292
NA,Vegetables,5064,HIS,Depression,68.54321359687029,94.27312019299198
NA,Vegetables,5064,ASN,Depression,24.60914708236351,46.954751759899885
NA,Vegetables,65PLUS,WHT,Depression,32.5856113327649,50.07435903982495
NA,Vegetables,AGE_OVERALL,FEMALE,Depression,11.298319702865214,9.373734102985555
NA,Vegetables,5064,OVERALL,Depression,84.81159733528838,83.75391279371583
NA,Vegetables,65PLUS,HIS,Depression,72.83110881970732,103.4576800181024
NA,Vegetables,AGE_OVERALL,OVERALL,Depression,87.1912143706211,80.66997783402454
NA,Vegetables,AGE_OVERALL,ASN,Depression,38.342907179709506,54.413846591565054
NA,Vegetables,65PLUS,OVERALL,Depression,26.066563011238756,27.35136822208811
NA,Vegetables,AGE_OVERALL,NAA,Depression,62.62676140967485,58.48351893286716
NA,Vegetables,65PLUS,MALE,Depression,89.60188066096882,103.56261379857517
NA,Vegetables,5064,ASN,Depression,80.25927389588226,107.5184047532966
NA,Vegetables,AGE_OVERALL,OVERALL,Depression,62.62821584507347,54.55444884452105
NA,Vegetables,AGE_OVERALL,HIS,Depression,85.01837829011923,102.45326495493796
NA,Vegetables,AGE_OVERALL,HIS,Depression,55.376142993422796,70.76346912696383
NA,Vegetables,AGE_OVERALL,FEMALE,Depression,42.05305082449888,43.868017051324856
NA,Vegetables,AGE_OVERALL,FEMALE,Depression,60.828380125092664,65.31949611095676
NA,Vegetables,65PLUS,MALE,Depression,36.27891519943655,44.78476323765375
NA,Vegetables,65PLUS,MALE,Depression,34.7965319662152,45.25714417809056
NA,Vegetables,5064,BLK,Depression,81.18322963242903,100.91223652100446
NA,Vegetables,65PLUS,MALE,Depression,38.18811025939274,48.66016149410383
NA,Vegetables,65PLUS,OVERALL,Depression,95.42589338645432,103.8561257453541
NA,Vegetables,5064,MALE,Depression,24.94947373409855,26.85015404420679
NA,Vegetables,65PLUS,WHT,Depression,49.83741669128731,68.60542485823184
NA,Vegetables,65PLUS,NAA,Depression,95.77763626340257,109.41995546582005
NA,Vegetables,AGE_OVERALL,OVERALL,Depression,93.32367867354938,88.44623348111408
NA,Vegetables,AGE_OVERALL,ASN,Depression,49.11323972098721,68.59962616937189
NA,Vegetables,65PLUS,WHT,Depression,17.99504869831577,33.33618740258975
NA,Vegetables,5064,FEMALE,Depression,11.84102594381298,15.325892018923362
NA,Vegetables,5064,MALE,Depression,93.186912715332,100.7182823473031
NA,Vegetables,65PLUS,WHT,Depression,25.04385160235557,40.42300406531403
NA,Vegetables,5064,HIS,Depression,49.69796948585125,71.58971562041216
NA,Vegetables,AGE_OVERALL,NAA,Depression,62.69382189679382,57.34026294995184
NA,Vegetables,AGE_OVERALL,FEMALE,Depression,76.7229042626087,81.7950585391419
NA,Vegetables,5064,MALE,Depression,87.71837750893211,96.3836548212084
NA,Vegetables,65PLUS,HIS,Depression,84.6285794617101,114.00612785556542
NA,Vegetables,AGE_OVERALL,NAA,Depression,104.85922836849628,105.32044626232603
NA,Vegetables,AGE_OVERALL,OVERALL,Depression,68.67253901807072,60.56516954229972
NA,Vegetables,AGE_OVERALL,BLK,Depression,33.676513224325106,42.567352070014465
NA,Vegetables,65PLUS,BLK,Depression,38.514152312442064,59.270109439742484
NA,Vegetables,5064,ASN,Depression,61.03982083434363,86.05708965958576
NA,Vegetables,5064,FEMALE,Depression,46.7641171101515,54.68982894796754
NA,Vegetables,5064,NAA,Depression,64.89746747721055,68.8353732230903
NA,Vegetables,65PLUS,HIS,Depression,80.62917256465383,110.67410278108808
NA,Vegetables,5064,ASN,Depression,71.14810777486994,99.7021243903039
NA,Vegetables,AGE_OVERALL,HIS,Depression,104.39092067080351,125.0423463507455
NA,Vegetables,5064,FEMALE,Depression,85.55989852026741,97.8071339395283
NA,Vegetables,65PLUS,WHT,Depression,90.16897116267796,113.89708189465127
NA,Vegetables,AGE_OVERALL,ASN,Depression,70.3976233527834,91.6652860355214
NA,Vegetables,65PLUS,BLK,Depression,56.93049638288923,80.76417046842356
NA,Vegetables,65PLUS,ASN,Depression,37.583729929338986,67.03205969149708
NA,Vegetables,65PLUS,MALE,Depression,3.5037885560146833,8.429192255150955
NA,Vegetables,65PLUS,NAA,Depression,27.792247276681877,33.7361917590079
NA,Vegetables,AGE_OVERALL,NAA,Depression,57.24879711417033,51.48810455046673
NA,Vegetables,65PLUS,NAA,Depression,25.999247815184013,30.477122799273257
NA,Vegetables,5064,WHT,Depression,54.886317862515476,67.53176144642622
NA,Vegetables,65PLUS,NAA,Depression,71.35705618175317,80.6331656864014
NA,Vegetables,AGE_OVERALL,ASN,Depression,43.19534405975931,62.63174278096924
NA,Vegetables,AGE_OVERALL,NAA,Depression,46.03526174653034,41.088867530404286
NA,Vegetables,5064,MALE,Depression,30.24414560164638,32.024138443490436
NA,Vegetables,5064,HIS,Depression,55.1916439076718,76.56048017424962
NA,Vegetables,65PLUS,ASN,Depression,69.47512940468013,100.43559163196973
NA,Vegetables,5064,WHT,Depression,87.10708954118903,103.15419201952395
NA,Vegetables,65PLUS,BLK,Depression,15.433954577224398,35.25679966483595
NA,Vegetables,AGE_OVERALL,OVERALL,Depression,43.262540554289814,32.00365990935365
NA,Vegetables,65PLUS,NAA,Depression,51.119057674177085,58.834108790024565
NA,Vegetables,5064,OVERALL,Depression,28.374491283539022,22.635344012277308
NA,Vegetables,AGE_OVERALL,HIS,Depression,7.343893853575992,17.49939187450746
NA,Vegetables,65PLUS,OVERALL,Depression,31.193709857258256,31.963590114176267
NA,Vegetables,AGE_OVERALL,ASN,Depression,65.42457609083237,84.14368430158318
NA,Vegetables,65PLUS,BLK,Depression,22.213222493390898,42.90051463365561
NA,Vegetables,AGE_OVERALL,HIS,Depression,68.47622553286693,83.64780717252407
NA,Vegetables,65PLUS,BLK,Depression,55.5985234973837,76.63698565611588
NA,Vegetables,AGE_OVERALL,MALE,Depression,58.698373310212446,56.38151326912575
NA,Vegetables,AGE_OVERALL,WHT,Depression,73.82504103683051,82.71435577836424
NA,Vegetables,AGE_OVERALL,HIS,Depression,72.30490310928896,87.71307527219555
NA,Vegetables,AGE_OVERALL,BLK,Depression,92.49517343156379,105.99232394634481
NA,Vegetables,AGE_OVERALL,ASN,Depression,71.21913794476924,91.0561470662874
NA,Vegetables,5064,ASN,Depression,26.66608461251013,48.96842054760541
NA,Vegetables,65PLUS,WHT,Depression,89.75909318717815,112.30677979209361
NA,Vegetables,65PLUS,WHT,Depression,45.633278310796165,65.66480145411175
NA,Vegetables,65PLUS,ASN,Depression,87.79086109944485,122.6346714803931
NA,Vegetables,65PLUS,MALE,Depression,82.75659940398413,96.28588998334796
NA,Vegetables,AGE_OVERALL,ASN,Depression,71.38955037033548,91.40467736358148
NA,Vegetables,AGE_OVERALL,WHT,Depression,39.371028059445365,45.051356581108706
NA,Vegetables,AGE_OVERALL,BLK,Depression,50.180245454664224,62.51990976365683
NA,Vegetables,AGE_OVERALL,FEMALE,Depression,46.870888703314726,51.16595719791535
NA,Vegetables,65PLUS,FEMALE,Depression,34.14816017003646,45.6088498282321
NA,Vegetables,65PLUS,HIS,Depression,27.995829629149398,54.941282981875084
NA,Vegetables,AGE_OVERALL,MALE,Depression,71.58643768304091,70.93241587324488
NA,Vegetables,AGE_OVERALL,BLK,Depression,46.9758012309714,56.616391728119446
NA,Vegetables,AGE_OVERALL,WHT,Depression,45.068035387161714,51.16250547472957
NA,Vegetables,65PLUS,MALE,Depression,89.05297564557236,106.72249233539969
NA,Vegetables,65PLUS,MALE,Depression,38.57670420164297,46.41024122647999
NA,Vegetables,65PLUS,MALE,Depression,48.87532111796018,60.19494296201716
NA,Vegetables,65PLUS,BLK,Depression,41.4912375195325,62.75230035629873
NA,Vegetables,AGE_OVERALL,BLK,Depression,74.75585330669784,87.40393261468513
NA,Vegetables,5064,WHT,Depression,52.71150516694913,66.70391822799652
NA,Vegetables,5064,WHT,Depression,13.298714855730537,21.18425529100009
NA,Vegetables,5064,OVERALL,Depression,10.411074858301319,3.0084864150578157
NA,Vegetables,5064,NAA,Depression,44.00081122441748,42.740718063734796
NA,Vegetables,AGE_OVERALL,ASN,Depression,38.55386019572521,55.77423745975402
NA,Vegetables,AGE_OVERALL,MALE,Depression,60.86420983750678,60.03471767869875
NA,Vegetables,5064,OVERALL,Depression,19.51268751523307,11.680279180226464
NA,Vegetables,AGE_OVERALL,ASN,Depression,36.77792932247172,54.20301292137342
NA,Vegetables,5064,OVERALL,Depression,46.66507013110987,42.968441172975716
NA,Vegetables,AGE_OVERALL,HIS,Depression,31.816438787687694,43.143856296323285
NA,Vegetables,65PLUS,WHT,Depression,65.62190655663113,85.83213272228154
NA,Vegetables,5064,WHT,Depression,35.13035187466085,46.25878744072014
NA,Vegetables,5064,BLK,Depression,56.81219834850685,74.89191826107097
NA,Vegetables,5064,NAA,Depression,12.96489327013039,10.413076143191939
NA,Vegetables,AGE_OVERALL,BLK,Depression,72.35870673353497,84.35644573943753
NA,Vegetables,5064,MALE,Depression,66.01719966780017,71.55941039055764
NA,Vegetables,65PLUS,NAA,Depression,58.20364593307028,64.79531303603798
NA,Vegetables,AGE_OVERALL,ASN,Depression,31.13373740192734,49.069634721632234
NA,Vegetables,65PLUS,ASN,Depression,43.76793816089209,73.23189595892845
NA,Vegetables,65PLUS,HIS,Depression,91.83063555508267,122.59202729940706
NA,Vegetables,5064,HIS,Depression,94.49751639460135,118.52939453648005
NA,Vegetables,5064,BLK,Depression,51.468506902892976,68.17735648798282
NA,Vegetables,5064,OVERALL,Depression,56.82595946994113,52.53830396900652
NA,Vegetables,5064,OVERALL,Depression,43.586512501165544,40.833395711864725
NA,Vegetables,AGE_OVERALL,WHT,Depression,25.025420112559683,28.8421298532273
NA,Vegetables,5064,OVERALL,Depression,61.15028445928721,58.78482633720971
NA,Vegetables,5064,MALE,Depression,46.733832134925954,50.886177331817414
NA,Vegetables,AGE_OVERALL,MALE,Depression,10.156092145187507,4.139385124815628
NA,Vegetables,5064,ASN,Depression,37.393454870206654,60.14483929522711
NA,Vegetables,5064,BLK,Depression,81.52492764420518,99.95914107402848
NA,Vegetables,AGE_OVERALL,FEMALE,Depression,55.42115330647309,57.0941986997084
NA,Vegetables,5064,BLK,Depression,65.7734816940941,83.79627734965787
NA,Vegetables,AGE_OVERALL,WHT,Depression,75.21534292823756,83.51421971168588
NA,Vegetables,AGE_OVERALL,OVERALL,Depression,51.00466196824255,40.398193250114495
NA,Vegetables,65PLUS,OVERALL,Depression,31.79611096468012,32.03801141191929
NA,Vegetables,AGE_OVERALL,FEMALE,Depression,36.05905093019597,36.77257084683692
NA,Vegetables,5064,OVERALL,Depression,22.55059828349551,14.815923224242214
NA,Vegetables,AGE_OVERALL,BLK,Depression,58.64376420600325,71.55812408151604
NA,Vegetables,AGE_OVERALL,MALE,Depression,62.70168781837488,62.39943901843068
NA,Vegetables,65PLUS,OVERALL,Depression,72.23548078788608,76.2006336418348
NA,Vegetables,5064,MALE,Depression,36.830277610253006,39.31343370335938
NA,Vegetables,65PLUS,OVERALL,Depression,12.27157496939681,11.623890968994345
NA,Vegetables,65PLUS,MALE,Depression,29.661200628413205,38.89389932546088
NA,Vegetables,5064,HIS,Depression,59.99845753082123,81.61662466437953
NA,Vegetables,65PLUS,BLK,Depression,69.03933425390129,93.49798323773544
NA,Vegetables,5064,WHT,Depression,35.76300589421666,47.875967353483965
NA,Vegetables,AGE_OVERALL,WHT,Depression,28.097371487752966,32.76223240773867
NA,Vegetables,65PLUS,FEMALE,Depression,46.498671177609964,61.522078105733485
NA,Vegetables,5064,FEMALE,Depression,82.27774123510213,92.93627114198088
NA,Vegetables,65PLUS,WHT,Depression,48.951248916174755,69.14339115180746
NA,Vegetables,AGE_OVERALL,OVERALL,Depression,11.272244651433965,-1.4246228305460575
NA,Vegetables,AGE_OVERALL,OVERALL,Depression,53.17945256618484,43.31692264624909
NA,Vegetables,AGE_OVERALL,NAA,Depression,50.518871038578524,43.60444692888494
NA,Vegetables,5064,BLK,Depression,89.00922342552212,110.74053432458426
NA,Vegetables,AGE_OVERALL,FEMALE,Depression,24.81706758222191,24.47003604921367
NA,Vegetables,65PLUS,NAA,Depression,6.384510812657126,9.082096786482953
NA,Vegetables,5064,BLK,Depression,15.857561922257666,29.062057391471253
NA,Vegetables,65PLUS,NAA,Depression,64.84400879599886,74.3115271015039
NA,Vegetables,5064,ASN,Depression,51.95898404172267,76.80619045180292
NA,Vegetables,5064,FEMALE,Depression,78.63157548791757,91.15249774802237
NA,Vegetables,65PLUS,BLK,Depression,17.187199030525772,36.310075346439824
NA,Vegetables,AGE_OVERALL,WHT,Depression,104.2222365194682,115.32002926250438
NA,Vegetables,AGE_OVERALL,MALE,Depression,20.695379450153794,16.7409677028304
NA,Vegetables,5064,FEMALE,Depression,7.643742381329858,11.985746977785366
NA,Vegetables,AGE_OVERALL,MALE,Depression,54.840381420122846,53.490065661885296
NA,Vegetables,65PLUS,OVERALL,Depression,65.97025642036823,68.79619817093098
NA,Vegetables,AGE_OVERALL,ASN,Depression,13.798702948553363,27.38680888407233
NA,Vegetables,5064,WHT,Depression,49.078438743454036,62.24140890390447
NA,Vegetables,65PLUS,MALE,Depression,22.307698840836593,30.908585744987935
NA,Vegetables,AGE_OVERALL,WHT,Depression,74.14840782090617,81.94074435749359
NA,Vegetables,65PLUS,HIS,Depression,50.63747525862387,78.82502881109235
NA,Vegetables,65PLUS,OVERALL,Depression,73.79816384662752,79.97435402443054
NA,Vegetables,65PLUS,BLK,Depression,24.70193226314907,45.08010034997003
NA,Vegetables,AGE_OVERALL,FEMALE,Depression,73.66868155511237,78.0393266700981
NA,Vegetables,5064,HIS,Depression,64.60123386461366,85.36917386741528
NA,Vegetables,5064,OVERALL,Depression,34.01778989731315,30.17000333790286
NA,Vegetables,AGE_OVERALL,FEMALE,Depression,46.75607937775435,49.08750484237057
NA,Vegetables,65PLUS,NAA,Depression,101.82200668521207,112.61336070251146
NA,Vegetables,5064,NAA,Depression,78.68276251204807,82.9332275258879
NA,Vegetables,65PLUS,HIS,Depression,89.0997231748863,121.72891345603729
NA,Vegetables,65PLUS,HIS,Depression,92.54665807332191,124.93514892920854
NA,Vegetables,AGE_OVERALL,HIS,Depression,75.47631870852804,91.48542087435324
NA,Vegetables,5064,MALE,Depression,17.542607317838375,19.436315096056344
NA,Vegetables,65PLUS,FEMALE,Depression,17.423963178205028,30.289044695920847
NA,Vegetables,65PLUS,OVERALL,Depression,58.52332562925914,61.16091118656518
NA,Vegetables,5064,FEMALE,Depression,55.036489471790716,64.38990095071452
NA,Vegetables,AGE_OVERALL,OVERALL,Depression,99.05548330306603,95.57499506507617
NA,Vegetables,65PLUS,WHT,Depression,71.02301823312413,92.9640260801238
NA,Vegetables,65PLUS,BLK,Depression,38.808304256675655,61.72182028802898
NA,Vegetables,65PLUS,NAA,Depression,85.92483814754746,95.2822148222002
NA,Vegetables,5064,NAA,Depression,49.20943417079575,49.85833325123154
NA,Vegetables,5064,HIS,Depression,61.73824073404224,82.11364446540988
NA,Vegetables,AGE_OVERALL,NAA,Depression,33.63041277159416,27.043418377642844
NA,Vegetables,65PLUS,MALE,Depression,38.569378299573984,48.463357874496296
NA,Vegetables,5064,BLK,Depression,8.521399887036168,19.545768878844573
NA,Vegetables,65PLUS,BLK,Depression,57.1763622163608,79.59487486693628
NA,Vegetables,65PLUS,FEMALE,Depression,35.11176296799073,48.71427742759882
NA,Vegetables,5064,WHT,Depression,95.49713231320194,114.60883826058092
NA,Vegetables,5064,OVERALL,Depression,48.85950098935662,44.04464711480767
NA,Vegetables,5064,NAA,Depression,36.96394456106181,35.03015747726323
NA,Vegetables,65PLUS,MALE,Depression,20.752588799425208,29.012694471596298
NA,Vegetables,65PLUS,OVERALL,Depression,31.019178447911415,32.29776825667281
NA,Vegetables,AGE_OVERALL,OVERALL,Depression,24.125512603084147,11.642914368464647
NA,Vegetables,AGE_OVERALL,MALE,Depression,102.66949810816035,107.28669571370057
NA,Vegetables,AGE_OVERALL,MALE,Depression,74.9459198765326,73.70112072678033
NA,Vegetables,AGE_OVERALL,MALE,Depression,12.039629629081546,5.4305032546739005
